state,x,temp,str,stable,feasible,candidate,tau,richness,abundance_mean,abundance_sd
[0  0  0  0  0],[0.0  0.0  0.0  0.0  0.0],1,|1,true,true,true,NaN,0,NaN,NaN
[1  0  0  0  0],[0.1335354967669958  0.0  0.0  0.0  0.0],1,1|1,true,true,true,0.264896792934024,1,0.1335354967669958,NaN
[0  1  0  0  0],[0.0  0.0614683771522825  0.0  0.0  0.0],1,2|1,true,true,true,0.6186409483205991,1,0.0614683771522825,NaN
[1  1  0  0  0],[0.10198561584785647  0.02936635664920427  0.0  0.0  0.0],1,1*2|1,true,true,true,2.167566670879146,2,0.06567598624853037,0.05134957062411054
[0  0  1  0  0],[0.0  0.0  0.04059229013323647  0.0  0.0],1,3|1,true,true,true,0.003842581290440265,1,0.04059229013323647,NaN
[1  0  1  0  0],[0.20428635108011878  0.0  0.020228603430373828  0.0  0.0],1,1*3|1,true,true,true,0.1262685850436593,2,0.1122574772552463,0.130148481493057
[0  1  1  0  0],[0.0  0.09512530906696821  0.032405629595043624  0.0  0.0],1,2*3|1,true,true,true,0.36655490697217596,2,0.06376546933100592,0.04434951066844458
[1  1  1  0  0],[0.1763216844833848  0.027421440178927475  0.02065623932860814  0.0  0.0],1,1*2*3|1,true,true,true,2.1949471578657014,3,0.07479978799697347,0.08798558737250382
[0  0  0  1  0],[0.0  0.0  0.0  0.12444526018618808  0.0],1,4|1,true,true,true,0.007425583525242774,1,0.12444526018618808,NaN
[1  0  0  1  0],[0.06964938076128058  0.0  0.0  0.10048796832249449  0.0],1,1*4|1,true,true,true,0.6526329729539014,2,0.08506867454188753,0.02180617438674947
[0  1  0  1  0],[0.0  0.034575503491110986  0.0  0.10809381332280861  0.0],1,2*4|1,true,true,true,1.247627769089659,2,0.0713346584069598,0.05198529542336702
[1  1  0  1  0],[0.047674114568876616  0.02219188362766912  0.0  0.09755181340997031  0.0],1,1*2*4|1,true,true,true,3.089380904612661,3,0.05580593720217201,0.03833242307372276
[0  0  1  1  0],[0.0  0.0  0.014307060000622677  0.18421946435178005  0.0],1,3*4|1,true,true,true,0.00687098907309233,2,0.09926326217620136,0.12014621332441403
[1  0  1  1  0],[0.08224846861335788  0.0  0.011699490266619754  0.14503416512704959  0.0],1,1*3*4|1,true,true,true,0.53470438713848,3,0.07966070800234241,0.06670499425657031
[0  1  1  1  0],[0.0  0.03456246921512547  0.013904652125307487  0.1661929410331361  0.0],1,2*3*4|1,true,true,true,1.2477838864755202,3,0.07155335412452302,0.08260856438290033
[1  1  1  1  0],[0.06513979094515412  0.017643792748531326  0.012036471183169417  0.14398282321786496  0.0],1,1*2*3*4|1,true,true,true,3.544058315920698,4,0.05970071952367996,0.06102928848971158
[0  0  0  0  1],[0.0  0.0  0.0  0.0  0.04960342662827776],1,5|1,true,true,true,0.8833150741949375,1,0.04960342662827776,NaN
[1  0  0  0  1],[0.11209510658360902  0.0  0.0  0.0  0.044615644709462374],1,1*5|1,true,true,true,1.0135354947144282,2,0.07835537564653569,0.04771518508202819
[0  1  0  0  1],[0.0  0.04226430406527332  0.0  0.0  0.04138193659080064],1,2*5|1,true,true,true,1.4104479035253121,2,0.04182312032803698,0.0006239280246980787
[1  1  0  0  1],[0.10316382612985371  0.008910731990456774  0.0  0.0  0.04327968512658037],1,1*2*5|1,true,true,true,7.205098643297459,3,0.05178474774896361,0.0476986740525405
[0  0  1  0  1],[0.0  0.0  0.03162484861303373  0.0  0.05006295017528729],1,3*5|1,true,true,true,0.8729222972476933,2,0.04084389939416051,0.013037706646875764
[1  0  1  0  1],[0.16957008082678937  0.0  0.01611364231278753  0.0  0.04229237786136636],1,1*3*5|1,true,true,true,1.0808731076263887,3,0.07599203366698108,0.0820912281027217
[0  1  1  0  1],[0.0  0.07385576794688688  0.027851939991726634  0.0  0.03564128888401487],1,2*3*5|1,true,true,true,1.4796529336191397,3,0.045782998940876125,0.02462171315709117
[1  1  1  0  1],[0.16202110666098857  0.008452384875414054  0.01637238651005185  0.0  0.04098783113131199],1,1*2*3*5|1,true,true,true,7.503976685528799,4,0.056958427294441616,0.07139862135735366
[0  0  0  1  1],[0.0  0.0  0.0  0.11163084604657801  0.04006226279964696],1,4*5|1,true,true,true,1.124658846882717,2,0.07584655442311249,0.050606630533818885
[1  0  0  1  1],[0.05574272678097467  0.0  0.0  0.09273376375911213  0.039197081785227655],1,1*4*5|1,true,true,true,1.170267196799819,3,0.06255785744177149,0.02741128569833986
[0  1  0  1  1],[0.0  0.018387412206223558  0.0  0.10386690525693779  0.03714902926747582],1,2*4*5|1,true,true,true,2.6825734124613283,3,0.053134448910212385,0.044925896361870915
[1  1  0  1  1],[0.05165803097200562  0.004349125057307876  0.0  0.09228211347630065  0.03857142093690949],1,1*2*4*5|1,true,true,true,14.702417986398055,4,0.04671517261063091,0.03634088893266887
[0  0  1  1  1],[0.0  0.0  0.011289166081389534  0.1600681880536543  0.03608632721242411],1,3*4*5|1,true,true,true,1.286684428797259,3,0.06914789378248931,0.0797094707848826
[1  0  1  1  1],[0.06685455295261815  0.0  0.009194727846889517  0.1284177320819498  0.03578632089060696],1,1*3*4*5|1,true,true,true,1.3023517520395589,4,0.060063333443016106,0.05130117883467517
[0  1  1  1  1],[0.0  0.020242580831857537  0.011322684950890446  0.15166473304006145  0.03286736260671362],1,2*3*4*5|1,true,true,true,2.5263974396331284,4,0.05402434035738077,0.0656909497619097
[1  1  1  1  1],[0.06477568228175214  0.0023021564347460513  0.00926366733941975  0.128446204893705  0.03542956200344849],1,1*2*3*4*5|1,true,true,true,27.152511394695125,5,0.048043454590614286,0.051234310384355074
[0  0  0  0  0],[0.0  0.0  0.0  0.0  0.0],2,|2,true,true,true,NaN,0,NaN,NaN
[1  0  0  0  0],[0.45679012345679015  0.0  0.0  0.0  0.0],2,1|2,true,true,true,0.27027027027027023,1,0.45679012345679015,NaN
[0  1  0  0  0],[0.0  0.07453416149068322  0.0  0.0  0.0],2,2|2,true,true,true,0.8333333333333334,1,0.07453416149068322,NaN
[1  1  0  0  0],[0.0  0.0  0.0  0.0  0.0],2,1*2|2,false,false,false,0.0,2,0.5056855558688095,NaN
[0  0  1  0  0],[0.0  0.0  2.931174089068826  0.0  0.0],2,3|2,true,true,true,0.013812154696132596,1,2.931174089068826,NaN
[1  0  1  0  0],[0.0  0.0  0.0  0.0  0.0],2,1*3|2,false,false,false,0.0,2,2.483513065118208,NaN
[0  1  1  0  0],[0.0  0.0  0.0  0.0  0.0],2,2*3|2,false,false,false,0.0,2,2.744054072758311,NaN
[1  1  1  0  0],[0.0  0.0  0.0  0.0  0.0],2,1*2*3|2,false,false,false,0.0,3,2.488123045782788,NaN
[0  0  0  1  0],[0.0  0.0  0.0  3.6219512195121952  0.0],2,4|2,true,true,true,0.03367003367003367,1,3.6219512195121952,NaN
[1  0  0  1  0],[0.0  0.0  0.0  0.0  0.0],2,1*4|2,false,false,false,0.0,2,4.252013808975834,NaN
[0  1  0  1  0],[0.0  0.0  0.0  0.0  0.0],2,2*4|2,false,false,false,0.0,2,3.854176844162189,NaN
[1  1  0  1  0],[0.0  0.0  0.0  0.0  0.0],2,1*2*4|2,false,false,false,0.0,3,4.2929201484925885,NaN
[0  0  1  1  0],[0.0  0.0  5.300777141521562  1.4240680144910596  0.0],2,3*4|2,true,true,true,0.04694993886673962,2,3.362422578006311,2.741247312411049
[1  0  1  1  0],[0.0  0.0  0.0  0.0  0.0],2,1*3*4|2,false,false,false,0.0,3,3.848372807253358,1.358235392112948
[0  1  1  1  0],[0.0  0.0  0.0  0.0  0.0],2,2*3*4|2,false,false,false,0.0,3,3.5524371133907993,2.476436482168542
[1  1  1  1  0],[0.0  0.0  0.0  0.0  0.0],2,1*2*3*4|2,false,false,false,0.0,4,3.8854741096189915,1.36095663030287
[0  0  0  0  1],[0.0  0.0  0.0  0.0  0.05339805825242719],2,5|2,true,true,true,0.9090909090909091,1,0.05339805825242719,NaN
[1  0  0  0  1],[0.0  0.0  0.0  0.0  0.0],2,1*5|2,false,false,false,0.0,2,0.457437765634487,NaN
[0  1  0  0  1],[0.0  0.06898592660791791  0.0  0.0  0.026272524003682768],2,2*5|2,true,true,true,2.155058241942549,2,0.04762922530580034,0.03020293662900581
[1  1  0  0  1],[0.0  0.0  0.0  0.0  0.0],2,1*2*5|2,false,false,false,0.0,3,0.2638511732465957,0.34298051488599746
[0  0  1  0  1],[0.0  0.0  0.0  0.0  0.0],2,3*5|2,false,false,false,0.0,2,2.9071556559675917,NaN
[1  0  1  0  1],[0.0  0.0  0.0  0.0  0.0],2,1*3*5|2,false,false,false,0.0,3,2.512209273838965,NaN
[0  1  1  0  1],[0.0  0.0  0.0  0.0  0.0],2,2*3*5|2,false,false,false,0.0,3,2.797240793297165,NaN
[1  1  1  0  1],[0.0  0.0  0.0  0.0  0.0],2,1*2*3*5|2,false,false,false,0.0,4,2.5127671468772386,NaN
[0  0  0  1  1],[0.0  0.0  0.0  0.0  0.0],2,4*5|2,false,false,false,0.0,2,3.7027191065792664,NaN
[1  0  0  1  1],[0.0  0.0  0.0  0.0  0.0],2,1*4*5|2,false,false,false,0.0,3,4.313344429776732,NaN
[0  1  0  1  1],[0.0  0.0  0.0  0.0  0.0],2,2*4*5|2,false,false,false,0.0,3,3.8809254118211167,NaN
[1  1  0  1  1],[0.0  0.0  0.0  0.0  0.0],2,1*2*4*5|2,false,false,false,0.0,4,4.3336628018801395,NaN
[0  0  1  1  1],[0.0  0.0  0.0  0.0  0.0],2,3*4*5|2,false,false,false,0.0,3,3.5479834583647256,2.7766218942109013
[1  0  1  1  1],[0.0  0.0  0.0  0.0  0.0],2,1*3*4*5|2,false,false,false,0.0,4,4.004943009381073,1.3918140021825007
[0  1  1  1  1],[0.0  0.0  0.0  0.0  0.0],2,2*3*4*5|2,false,false,false,0.0,4,3.659541589801722,2.5747922962364553
[1  1  1  1  1],[0.0  0.0  0.0  0.0  0.0],2,1*2*3*4*5|2,false,false,false,0.0,5,4.011058886256071,1.3917830071375672
[0  0  0  0  0],[0.0  0.0  0.0  0.0  0.0],3,|3,true,true,true,NaN,0,NaN,NaN
[1  0  0  0  0],[0.11480887807415699  0.0  0.0  0.0  0.0],3,1|3,true,true,true,0.004509909444076082,1,0.11480887807415699,NaN
[0  1  0  0  0],[0.0  0.04013370872206505  0.0  0.0  0.0],3,2|3,true,true,true,2.6421419457944975,1,0.04013370872206505,NaN
[1  1  0  0  0],[0.10992630855131146  0.004194915779019065  0.0  0.0  0.0],3,1*2|3,true,true,true,40.80858762125754,2,0.05706061216516526,0.07476338481358627
[0  0  1  0  0],[0.0  0.0  0.07861347319553066  0.0  0.0],3,3|3,true,true,true,0.007864046119044484,1,0.07861347319553066,NaN
[1  0  1  0  0],[0.17149223143280234  0.0  0.026432964494868216  0.0  0.0],3,1*3|3,true,true,true,0.01258488004954684,2,0.09896259796383527,0.10257239132576278
[0  1  1  0  0],[0.0  0.08462627745099824  0.03735651429963268  0.0  0.0],3,2*3|3,true,true,true,0.7865194348921022,2,0.06099139587531546,0.03342477006941257
[1  1  1  0  0],[0.13994629803788194  0.02359463815393535  0.024528704273124566  0.0  0.0],3,1*2*3|3,true,true,true,6.821801956861254,3,0.06268988015498063,0.06690765051884472
[0  0  0  1  0],[0.0  0.0  0.0  0.12702696182597922  0.0],3,4|3,true,true,true,1.1906777963241588,1,0.12702696182597922,NaN
[1  0  0  1  0],[0.06733597013171096  0.0  0.0  0.08153087474342094  0.0],3,1*4|3,true,true,true,3.0632725937506677,2,0.07443342243756595,0.010037313309236325
[0  1  0  1  0],[0.0  0.014524811785783458  0.0  0.11667804080157132  0.0],3,2*4|3,true,true,true,8.934914121601263,2,0.06560142629367739,0.07223324095716598
[1  1  0  1  0],[0.06689094159424368  0.00036038243487807736  0.0  0.08157478953423125  0.0],3,1*2*4|3,true,true,true,472.267318946418,3,0.04960870452111767,0.04327761279014434
[0  0  1  1  0],[0.0  0.0  0.013201665595315305  0.17036568334823463  0.0],3,3*4|3,true,true,true,0.3627667881681226,2,0.09178367447177496,0.1111317427116122
[1  0  1  1  0],[0.07185794760128808  0.0  0.011775758604184165  0.11713328680720775  0.0],3,1*3*4|3,true,true,true,1.5430747856113234,3,0.06692233100422666,0.052851891363106564
[0  1  1  1  0],[0.0  0.0207901167002755  0.011233832554761961  0.14909268966741537  0.0],3,2*3*4|3,true,true,true,6.119864538418897,3,0.06037221297415094,0.0769826141422692
[1  1  1  1  0],[0.062251037440174906  0.007614788392120216  0.011245635014612777  0.11645843815997978  0.0],3,1*2*3*4|3,true,true,true,21.415245474486014,4,0.04939247475172191,0.051198120218684445
[0  0  0  0  1],[0.0  0.0  0.0  0.0  0.09281042804083602],3,5|3,true,true,true,0.13934743003223682,1,0.09281042804083602,NaN
[1  0  0  0  1],[0.09085850761581989  0.0  0.0  0.0  0.04826511691789315],3,1*5|3,true,true,true,0.3559652888544903,2,0.06956181226685651,0.03011807539623201
[0  1  0  0  1],[0.0  0.00318728638715228  0.0  0.0  0.08875613883237732],3,2*5|3,true,true,true,70.87526157102774,2,0.0459717126097648,0.06050631582236971
[1  1  0  0  1],[0.0  0.0  0.0  0.0  0.0],3,1*2*5|3,false,false,false,0.0,3,0.09007944053467715,0.02615245552242912
[0  0  1  0  1],[0.0  0.0  0.035956199323933236  0.0  0.15696758625208715],3,3*5|3,true,true,true,0.0465876108977231,2,0.09646189278801019,0.08556797229768677
[1  0  1  0  1],[0.12644858421236466  0.0  0.021391266374034885  0.0  0.06898506779311343],3,1*3*5|3,true,true,true,0.23228012876491466,3,0.07227497279317098,0.05260587052818357
[0  1  1  0  1],[0.0  0.03432138060722735  0.03267783029468402  0.0  0.10746049355776294],3,2*3*5|3,true,true,true,6.188667687344694,3,0.05815323481989143,0.04270924534090973
[1  1  1  0  1],[0.0  0.0  0.0  0.0  0.0],3,1*2*3*5|3,false,false,false,0.0,4,0.07868871549741019,0.05662636272255655
[0  0  0  1  1],[0.0  0.0  0.0  0.10603024979902394  0.05664565289663441],3,4*5|3,true,true,true,1.671177246267161,2,0.08133795134782917,0.0349201833558438
[1  0  0  1  1],[0.04771069091877244  0.0  0.0  0.07905395442003012  0.04245554350010307],3,1*4*5|3,true,true,true,3.175997496110841,3,0.05640672961296853,0.019788297986289165
[0  1  0  1  1],[0.0  0.0  0.0  0.0  0.0],3,2*4*5|3,false,false,false,0.0,3,0.09221113528163227,0.02537923781179383
[1  1  0  1  1],[0.0  0.0  0.0  0.0  0.0],3,1*2*4*5|3,false,false,false,0.0,4,0.07057411810762597,0.003267549942973273
[0  0  1  1  1],[0.0  0.0  0.009542215425056792  0.1346647214760222  0.06390532415725228],3,3*4*5|3,true,true,true,0.8984884596655431,3,0.06937075368611043,0.06274004757784023
[1  0  1  1  1],[0.04806346788192352  0.0  0.009412699891171179  0.10710030822754951  0.04951175707746916],3,1*3*4*5|3,true,true,true,1.767964306493183,4,0.05352205826952834,0.040258096865869626
[0  1  1  1  1],[0.0  0.0  0.0  0.0  0.0],3,2*3*4*5|3,false,false,false,0.0,4,0.07476042411149374,0.06425368574688008
[1  1  1  1  1],[0.0  0.0  0.0  0.0  0.0],3,1*2*3*4*5|3,false,false,false,0.0,5,0.06262555165087705,0.039256516865669236
[0  0  0  0  0],[0.0  0.0  0.0  0.0  0.0],4,|4,true,true,true,NaN,0,NaN,NaN
[1  0  0  0  0],[0.11007704013308363  0.0  0.0  0.0  0.0],4,1|4,true,true,true,0.004315545284732318,1,0.11007704013308363,NaN
[0  1  0  0  0],[0.0  0.0584472487882759  0.0  0.0  0.0],4,2|4,true,true,true,1.4051011686470907,1,0.0584472487882759,NaN
[1  1  0  0  0],[0.11104451446425878  0.011562285898857952  0.0  0.0  0.0],4,1*2|4,true,true,true,6.860255781599288,2,0.061303400181558367,0.070344558426145
[0  0  1  0  0],[0.0  0.0  0.08351088089433505  0.0  0.0],4,3|4,true,true,true,0.005254744876718592,1,0.08351088089433505,NaN
[1  0  1  0  0],[0.14704250196252414  0.0  0.04585668687886471  0.0  0.0],4,1*3|4,true,true,true,0.006891566707726803,2,0.09644959442069442,0.07154917600554363
[0  1  1  0  0],[0.0  0.09033974139390097  0.043451110905794704  0.0  0.0],4,2*3|4,true,true,true,0.6833206293687182,2,0.06689542614984784,0.033155268578690236
[1  1  1  0  0],[0.14130288744022707  0.025291780921919728  0.036111218236839014  0.0  0.0],4,1*2*3|4,true,true,true,2.7345562436537283,3,0.0675686288663286,0.06408448112870038
[0  0  0  1  0],[0.0  0.0  0.0  0.11173291010973255  0.0],4,4|4,true,true,true,0.3696756562979372,1,0.11173291010973255,NaN
[1  0  0  1  0],[0.045082069432527794  0.0  0.0  0.08134894865370865  0.0],4,1*4|4,true,true,true,1.1125775157452356,2,0.06321550904311822,0.025644556229770476
[0  1  0  1  0],[0.0  0.011585231149082706  0.0  0.11590336717956304  0.0],4,2*4|4,true,true,true,6.139983271092548,2,0.06374429916432287,0.07376406138789336
[1  1  0  1  0],[0.04241217602802386  0.006042131803887529  0.0  0.0853234261663808  0.0],4,1*2*4|4,true,true,true,12.547129546488392,3,0.04459257799943073,0.03968559591987707
[0  0  1  1  0],[0.0  0.0  0.023347325898718387  0.13554792688587705  0.0],4,3*4|4,true,true,true,0.2033041105282722,2,0.07944762639229772,0.07933780581122593
[1  0  1  1  0],[0.044608397501715524  0.0  0.024669772849150826  0.10683214414351802  0.0],4,1*3*4|4,true,true,true,0.7072435486075045,3,0.058703438164794786,0.042856346585409696
[0  1  1  1  0],[0.0  0.016245526154423796  0.016601808178258244  0.13451535605315323  0.0],4,2*3*4|4,true,true,true,3.958693980648662,3,0.0557875634619451,0.06818050109036558
[1  1  1  1  0],[0.03943779769923103  0.011923164150951843  0.019565713651162463  0.10940277643601784  0.0],4,1*2*3*4|4,true,true,true,5.633494477700884,4,0.04508236298434079,0.04442074802130628
[0  0  0  0  1],[0.0  0.0  0.0  0.0  0.08375858654908762],4,5|4,true,true,true,0.004594530431232063,1,0.08375858654908762,NaN
[1  0  0  0  1],[0.07695326949178319  0.0  0.0  0.0  0.04667176017359176],4,1*5|4,true,true,true,0.017491327545711643,2,0.061812514832687473,0.02141226058345679
[0  1  0  0  1],[0.0  0.0  0.0  0.0  0.0],4,2*5|4,false,false,false,0.0,2,0.22444177693473966,NaN
[1  1  0  0  1],[0.0  0.0  0.0  0.0  0.0],4,1*2*5|4,false,false,false,0.0,3,0.2408370082716319,NaN
[0  0  1  0  1],[0.0  0.0  0.02395282704305525  0.0  0.0980959485592117],4,3*5|4,true,true,true,0.011875756723485068,2,0.06102438780113347,0.052427104002412434
[1  0  1  0  1],[0.09226676856854941  0.0  0.02642481489394575  0.0  0.055108590209984654],4,1*3*5|4,true,true,true,0.014703501993012817,3,0.05793339122415994,0.03301174550821916
[0  1  1  0  1],[0.0  0.0  0.0  0.0  0.0],4,2*3*5|4,false,false,false,0.0,3,0.10862928836181521,0.14576006564834118
[1  1  1  0  1],[0.0  0.0  0.0  0.0  0.0],4,1*2*3*5|4,false,false,false,0.0,4,0.11393345785536833,0.15203206545489042
[0  0  0  1  1],[0.0  0.0  0.0  0.08148169012186292  0.04668896073374955],4,4*5|4,true,true,true,0.7222925492728591,2,0.06408532542780623,0.024602174886323443
[1  0  0  1  1],[0.028614382684870557  0.0  0.0  0.06680556729725386  0.03957537474758223],4,1*4*5|4,true,true,true,1.4098040321122378,3,0.04499844157656888,0.019664660838621836
[0  1  0  1  1],[0.0  0.0  0.0  0.0  0.0],4,2*4*5|4,false,false,false,0.0,3,0.23635064019184393,NaN
[1  1  0  1  1],[0.0  0.0  0.0  0.0  0.0],4,1*2*4*5|4,false,false,false,0.0,4,0.23732500230564926,NaN
[0  0  1  1  1],[0.0  0.0  0.012550810192141975  0.09273287888977655  0.04908279284066848],4,3*4*5|4,true,true,true,0.5712968118373621,3,0.05145549397419567,0.0401436585049224
[1  0  1  1  1],[0.026994380413416744  0.0  0.01473557211455896  0.08084617667524202  0.04278864471583316],4,1*3*4*5|4,true,true,true,1.0263307862150794,4,0.04134119347976272,0.02873110362043875
[0  1  1  1  1],[0.0  0.0  0.0  0.0  0.0],4,2*3*4*5|4,false,false,false,0.0,4,0.10517406965093348,0.1283765866946202
[1  1  1  1  1],[0.0  0.0  0.0  0.0  0.0],4,1*2*3*4*5|4,false,false,false,0.0,5,0.10523665558440456,0.1285140827184345
[0  0  0  0  0],[0.0  0.0  0.0  0.0  0.0],5,|5,true,true,true,NaN,0,NaN,NaN
[1  0  0  0  0],[0.12387908929137581  0.0  0.0  0.0  0.0],5,1|5,true,true,true,1.220482886836878,1,0.12387908929137581,NaN
[0  1  0  0  0],[0.0  0.03976307980978552  0.0  0.0  0.0],5,2|5,true,true,true,0.9214199222901159,1,0.03976307980978552,NaN
[1  1  0  0  0],[0.08863261487269716  0.0183569042350675  0.0  0.0  0.0],5,1*2|5,true,true,true,5.809949454835034,2,0.05349475955388233,0.04969243154457153
[0  0  1  0  0],[0.0  0.0  0.04425992607798963  0.0  0.0],5,3|5,true,true,true,3.857733500941567,1,0.04425992607798963,NaN
[1  0  1  0  0],[0.20212141313892756  0.0  0.042737265859764784  0.0  0.0],5,1*3|5,true,true,true,3.928256661544739,2,0.12242933949934617,0.11270161135473142
[0  1  1  0  0],[0.0  0.06490339831244982  0.039238220672831815  0.0  0.0],5,2*3|5,true,true,true,4.115018492747134,2,0.05207080949264081,0.01814802114933124
[1  1  1  0  0],[0.13417195427694245  0.033412253651079304  0.04066398317771361  0.0  0.0],5,1*2*3|5,true,true,true,4.046551745325021,3,0.06941606370191179,0.05619733906873059
[0  0  0  1  0],[0.0  0.0  0.0  0.10683853437912509  0.0],5,4|5,true,true,true,0.876601684630852,1,0.10683853437912509,NaN
[1  0  0  1  0],[0.023671286095718697  0.0  0.0  0.09804247432224297  0.0],5,1*4|5,true,true,true,10.939472792678464,2,0.060856880208980835,0.05258837151987644
[0  1  0  1  0],[0.0  0.009176310858560438  0.0  0.09299641171274337  0.0],5,2*4|5,true,true,true,9.040193573741657,2,0.0510863612856519,0.05926976171373307
[1  1  0  1  0],[0.021125012530844978  0.004174598432702348  0.0  0.09269142312752411  0.0],5,1*2*4|5,true,true,true,23.975280373815515,3,0.03933034469702381,0.04698279103005835
[0  0  1  1  0],[0.0  0.0  0.02734215162151233  0.15817349888345655  0.0],5,3*4|5,true,true,true,5.0883237173280405,2,0.09275782525248444,0.09251173284069282
[1  0  1  1  0],[0.019708021362552258  0.0  0.027870806318611482  0.1518427068546523  0.0],5,1*3*4|5,true,true,true,12.587185522147507,3,0.06647384484527201,0.07404417407968149
[0  1  1  1  0],[0.0  0.010468648131166089  0.02807418899342125  0.14375633581308073  0.0],5,2*3*4|5,true,true,true,7.520878653645445,3,0.060766390979222686,0.0724084730878109
[1  1  1  1  0],[0.015505888649591737  0.006804713337087535  0.02823391760392681  0.14382127183689922  0.0],5,1*2*3*4|5,true,true,true,21.745512646522517,4,0.04859144785687632,0.06409350935196673
[0  0  0  0  1],[0.0  0.0  0.0  0.0  0.062018567940233825],5,5|5,true,true,true,0.00397497915662042,1,0.062018567940233825,NaN
[1  0  0  0  1],[0.05997825995435882  0.0  0.0  0.0  0.048691214232178245],5,1*5|5,true,true,true,3.560569975337206,2,0.05433473709326853,0.007981146569716498
[0  1  0  0  1],[0.0  0.026492105762847475  0.0  0.0  0.029848501495360627],5,2*5|5,true,true,true,3.0155989991473557,2,0.02817030362910405,0.0023733301828056394
[1  1  0  0  1],[0.055737906072148805  0.009202237327308235  0.0  0.0  0.03845891312121501],5,1*2*5|5,true,true,true,11.073658536608306,3,0.03446635217355735,0.02352333997486228
[0  0  1  0  1],[0.0  0.0  0.021458795176707943  0.0  0.09424769480936833],5,3*5|5,true,true,true,5.835489930746236,2,0.057853244993038136,0.05146952452536116
[1  0  1  0  1],[0.05535711977310155  0.0  0.02333564603861629  0.0  0.08476602916579656],5,1*3*5|5,true,true,true,5.231207846810761,3,0.05448626499250481,0.03072444928431924
[0  1  1  0  1],[0.0  0.02499696244360841  0.02542660385331779  0.0  0.0698525024180753],5,2*3*5|5,true,true,true,4.788052106841638,3,0.040092022905000496,0.025774226536820512
[1  1  1  0  1],[0.05082077797710882  0.00927778470283655  0.024654521935029677  0.0  0.07648858798747761],5,1*2*3*5|5,true,true,true,11.255177636219749,4,0.04031041815061316,0.029594250913787336
[0  0  0  1  1],[0.0  0.0  0.0  0.07097372569900674  0.0354375329225166],5,4*5|5,true,true,true,2.1292922991966408,2,0.05320562931076167,0.025127882889808585
[1  0  0  1  1],[0.008285560383564608  0.0  0.0  0.06901617146068412  0.034329597918793406],5,1*4*5|5,true,true,true,31.802996110094384,3,0.03721044325434738,0.030467625979646414
[0  1  0  1  1],[0.0  0.0017149876079003354  0.0  0.07020181385517024  0.03364407393597259],5,2*4*5|5,true,true,true,55.627773566039096,3,0.03518695846634772,0.03426947201025262
[1  1  0  1  1],[0.0  0.0  0.0  0.0  0.0],5,1*2*4*5|5,false,false,false,0.0,4,0.03749733842685383,0.030520812508507123
[0  0  1  1  1],[0.0  0.0  0.02046631616707172  0.08275608152987263  0.061763327576352285],5,3*4*5|5,true,true,true,6.058663815466722,3,0.054995241757765545,0.031691622812251415
[1  0  1  1  1],[0.0  0.0  0.0  0.0  0.0],5,1*3*4*5|5,false,false,false,0.0,4,0.05562915550267389,0.032575970999850566
[0  1  1  1  1],[0.0  0.0  0.0  0.0  0.0],5,2*3*4*5|5,false,false,false,0.0,4,0.05651676485176441,0.03321411966673032
[1  1  1  1  1],[0.0  0.0  0.0  0.0  0.0],5,1*2*3*4*5|5,false,false,false,0.0,5,0.05649590436509711,0.033403274095731905
